#NEi 400
#NR 1
#lmax 2
#mmax 2

R l=0,m=0_x l=0,m=0_y l=0,m=0_z l=1,m=-1_x l=1,m=-1_y l=1,m=-1_z l=1,m=0_x l=1,m=0_y l=1,m=0_z l=1,m=1_x l=1,m=1_y l=1,m=1_z l=2,m=-2_x l=2,m=-2_y l=2,m=-2_z l=2,m=-1_x l=2,m=-1_y l=2,m=-1_z l=2,m=0_x l=2,m=0_y l=2,m=0_z l=2,m=1_x l=2,m=1_y l=2,m=1_z l=2,m=2_x l=2,m=2_y l=2,m=2_z 
(-1.93406e-06,1.12404e-05) (-1.18124e-10,1.65532e-11) (-0.00267023,0.00647759) (9.51468e-05,-0.00101485) (0.00102464,9.50687e-05) (-2.21439e-07,-1.14769e-06) (4.4763e-06,2.38801e-06) (2.11561e-10,-1.9721e-11) (-0.00418755,0.000825673) (-9.51491e-05,0.00101485) (0.00102464,9.50665e-05) (2.21039e-07,1.14768e-06) (-1.03609e-06,-2.1039e-06) (2.10604e-06,-1.03422e-06) (9.78615e-08,-2.19947e-10) (-0.000643796,0.00307617) (-0.00308306,-0.000645385) (9.90602e-07,-4.79661e-06) (-2.75024e-06,2.0722e-06) (3.14927e-10,-2.56796e-11) (0.0126229,0.00161472) (0.000643792,-0.00307617) (-0.00308305,-0.000645389) (-9.9023e-07,4.79678e-06) (-1.03602e-06,-2.10393e-06) (-2.10606e-06,1.03414e-06) (9.76128e-08,-5.80824e-09) 
(-1.9323e-06,1.12622e-05) (-1.1815e-10,1.67293e-11) (-0.00265982,0.00647045) (9.56967e-05,-0.00100475) (0.00101457,9.56149e-05) (-2.22655e-07,-1.15193e-06) (4.46976e-06,2.39094e-06) (2.11481e-10,-1.98249e-11) (-0.00418436,0.000829385) (-9.5699e-05,0.00100475) (0.00101457,9.56126e-05) (2.22255e-07,1.15191e-06) (-1.046e-06,-2.12117e-06) (2.1233e-06,-1.04412e-06) (9.78233e-08,-1.81124e-10) (-0.000644525,0.00309217) (-0.00309907,-0.000646113) (9.90609e-07,-4.81402e-06) (-2.73817e-06,2.07897e-06) (3.14825e-10,-2.59614e-11) (0.0125917,0.00160681) (0.000644521,-0.00309218) (-0.00309907,-0.000646117) (-9.90237e-07,4.81419e-06) (-1.04594e-06,-2.12119e-06) (-2.12332e-06,1.04405e-06) (9.75762e-08,-5.76166e-09) 
(-1.93055e-06,1.12838e-05) (-1.18177e-10,1.69055e-11) (-0.00264943,0.0064633) (9.6248e-05,-0.000994658) (0.00100452,9.61625e-05) (-2.23875e-07,-1.15615e-06) (4.46316e-06,2.39389e-06) (2.11401e-10,-1.99284e-11) (-0.00418116,0.000833074) (-9.62503e-05,0.000994659) (0.00100452,9.61602e-05) (2.23475e-07,1.15614e-06) (-1.05594e-06,-2.13841e-06) (2.14054e-06,-1.05405e-06) (9.77859e-08,-1.41644e-10) (-0.000645247,0.00310817) (-0.00311509,-0.000646835) (9.90612e-07,-4.8314e-06) (-2.72608e-06,2.08572e-06) (3.14722e-10,-2.62492e-11) (0.0125605,0.00159889) (0.000645244,-0.00310818) (-0.00311508,-0.000646839) (-9.9024e-07,4.83157e-06) (-1.05587e-06,-2.13843e-06) (-2.14057e-06,1.05397e-06) (9.75404e-08,-5.71444e-09) 
(-1.9288e-06,1.13054e-05) (-1.18217e-10,1.71866e-11) (-0.00263906,0.00645612) (9.68009e-05,-0.000984586) (0.000994483,9.67115e-05) (-2.25098e-07,-1.16036e-06) (4.45653e-06,2.39686e-06) (2.11307e-10,-2.00087e-11) (-0.00417794,0.000836738) (-9.68031e-05,0.000984587) (0.000994483,9.67093e-05) (2.24698e-07,1.16034e-06) (-1.06589e-06,-2.15564e-06) (2.15777e-06,-1.064e-06) (9.77492e-08,-1.01489e-10) (-0.000645964,0.00312417) (-0.00313109,-0.00064755) (9.90612e-07,-4.84876e-06) (-2.71398e-06,2.09245e-06) (3.14631e-10,-2.70529e-11) (0.0125292,0.00159096) (0.00064596,-0.00312417) (-0.00313109,-0.000647554) (-9.90239e-07,4.84893e-06) (-1.06583e-06,-2.15566e-06) (-2.15779e-06,1.06392e-06) (9.75053e-08,-5.66657e-09) 
(-1.92706e-06,1.13269e-05) (-1.18226e-10,1.72417e-11) (-0.00262871,0.00644892) (9.73553e-05,-0.000974531) (0.000984464,9.7262e-05) (-2.26325e-07,-1.16455e-06) (4.44984e-06,2.39984e-06) (2.11244e-10,-2.01379e-11) (-0.00417471,0.000840378) (-9.73575e-05,0.000974532) (0.000984463,9.72598e-05) (2.25925e-07,1.16454e-06) (-1.07587e-06,-2.17284e-06) (2.17497e-06,-1.07396e-06) (9.77132e-08,-6.064e-11) (-0.000646674,0.00314016) (-0.0031471,-0.00064826) (9.90609e-07,-4.86609e-06) (-2.70187e-06,2.09916e-06) (3.14513e-10,-2.67626e-11) (0.0124979,0.00158301) (0.000646671,-0.00314016) (-0.0031471,-0.000648263) (-9.90236e-07,4.86626e-06) (-1.0758e-06,-2.17286e-06) (-2.17499e-06,1.07389e-06) (9.74709e-08,-5.61802e-09) 
(-1.92532e-06,1.13483e-05) (-1.18252e-10,1.74145e-11) (-0.00261838,0.00644171) (9.79112e-05,-0.000964493) (0.000974462,9.78141e-05) (-2.27556e-07,-1.16873e-06) (4.44311e-06,2.40285e-06) (2.11166e-10,-2.0241e-11) (-0.00417146,0.000843992) (-9.79135e-05,0.000964494) (0.000974461,9.78118e-05) (2.27156e-07,1.16872e-06) (-1.08586e-06,-2.19003e-06) (2.19215e-06,-1.08395e-06) (9.7678e-08,-1.90805e-11) (-0.000647379,0.00315615) (-0.0031631,-0.000648963) (9.90603e-07,-4.88341e-06) (-2.68974e-06,2.10585e-06) (3.14407e-10,-2.70507e-11) (0.0124666,0.00157506) (0.000647376,-0.00315615) (-0.00316309,-0.000648967) (-9.90229e-07,4.88358e-06) (-1.0858e-06,-2.19005e-06) (-2.19217e-06,1.08387e-06) (9.74373e-08,-5.56877e-09) 
(-1.9236e-06,1.13696e-05) (-1.18276e-10,1.75846e-11) (-0.00260808,0.00643447) (9.84688e-05,-0.000954471) (0.000964476,9.83676e-05) (-2.28791e-07,-1.1729e-06) (4.43633e-06,2.40587e-06) (2.11088e-10,-2.03443e-11) (-0.0041682,0.000847582) (-9.8471e-05,0.000954472) (0.000964475,9.83654e-05) (2.28391e-07,1.17289e-06) (-1.09588e-06,-2.20719e-06) (2.20932e-06,-1.09396e-06) (9.76435e-08,2.3207e-11) (-0.000648079,0.00317213) (-0.00317909,-0.000649662) (9.90594e-07,-4.9007e-06) (-2.6776e-06,2.11252e-06) (3.143e-10,-2.73312e-11) (0.0124352,0.00156709) (0.000648075,-0.00317213) (-0.00317909,-0.000649665) (-9.90221e-07,4.90087e-06) (-1.09581e-06,-2.20722e-06) (-2.20934e-06,1.09388e-06) (9.74045e-08,-5.51882e-09) 
(-1.92188e-06,1.13908e-05) (-1.183e-10,1.77531e-11) (-0.00259779,0.00642722) (9.9028e-05,-0.000944467) (0.000954507,9.89228e-05) (-2.30029e-07,-1.17705e-06) (4.4295e-06,2.40891e-06) (2.11011e-10,-2.04474e-11) (-0.00416493,0.000851146) (-9.90302e-05,0.000944468) (0.000954506,9.89206e-05) (2.29629e-07,1.17704e-06) (-1.10591e-06,-2.22434e-06) (2.22646e-06,-1.10399e-06) (9.76097e-08,6.62394e-11) (-0.000648773,0.0031881) (-0.00319508,-0.000650355) (9.90584e-07,-4.91797e-06) (-2.66545e-06,2.11917e-06) (3.14192e-10,-2.76099e-11) (0.0124037,0.00155911) (0.000648769,-0.0031881) (-0.00319507,-0.000650358) (-9.90209e-07,4.91813e-06) (-1.10585e-06,-2.22436e-06) (-2.22648e-06,1.10391e-06) (9.73723e-08,-5.46814e-09) 
(-1.92016e-06,1.14119e-05) (-1.18324e-10,1.79203e-11) (-0.00258753,0.00641994) (9.95889e-05,-0.000934479) (0.000944555,9.94796e-05) (-2.31272e-07,-1.18119e-06) (4.42262e-06,2.41196e-06) (2.10934e-10,-2.05503e-11) (-0.00416164,0.000854685) (-9.95911e-05,0.00093448) (0.000944554,9.94774e-05) (2.30872e-07,1.18118e-06) (-1.11597e-06,-2.24147e-06) (2.24359e-06,-1.11403e-06) (9.75765e-08,1.10034e-10) (-0.000649462,0.00320407) (-0.00321106,-0.000651043) (9.90571e-07,-4.93521e-06) (-2.65328e-06,2.12579e-06) (3.14083e-10,-2.78878e-11) (0.0123722,0.00155112) (0.000649459,-0.00320407) (-0.00321105,-0.000651046) (-9.90196e-07,4.93537e-06) (-1.11591e-06,-2.24149e-06) (-2.24361e-06,1.11395e-06) (9.73408e-08,-5.41672e-09) 
(-1.91845e-06,1.14329e-05) (-1.18347e-10,1.80863e-11) (-0.00257729,0.00641264) (0.000100152,-0.000924509) (0.00093462,0.000100038) (-2.32518e-07,-1.18532e-06) (4.4157e-06,2.41504e-06) (2.10858e-10,-2.0653e-11) (-0.00415833,0.000858196) (-0.000100154,0.00092451) (0.000934619,0.000100036) (2.32119e-07,1.18531e-06) (-1.12604e-06,-2.25858e-06) (2.2607e-06,-1.1241e-06) (9.7544e-08,1.54606e-10) (-0.000650147,0.00322003) (-0.00322703,-0.000651726) (9.90557e-07,-4.95243e-06) (-2.64111e-06,2.13239e-06) (3.13974e-10,-2.81654e-11) (0.0123407,0.00154312) (0.000650143,-0.00322003) (-0.00322703,-0.00065173) (-9.90182e-07,4.95259e-06) (-1.12598e-06,-2.2586e-06) (-2.26072e-06,1.12402e-06) (9.731e-08,-5.36454e-09) 
(-1.91675e-06,1.14539e-05) (-1.1837e-10,1.82511e-11) (-0.00256708,0.00640533) (0.000100716,-0.000914557) (0.000924702,0.000100598) (-2.33769e-07,-1.18943e-06) (4.40872e-06,2.41812e-06) (2.10782e-10,-2.07555e-11) (-0.00415501,0.000861681) (-0.000100718,0.000914557) (0.000924701,0.000100596) (2.33369e-07,1.18942e-06) (-1.13614e-06,-2.27567e-06) (2.27779e-06,-1.13418e-06) (9.75122e-08,1.99972e-10) (-0.000650827,0.00323598) (-0.003243,-0.000652406) (9.90541e-07,-4.96962e-06) (-2.62892e-06,2.13898e-06) (3.13863e-10,-2.8443e-11) (0.0123092,0.0015351) (0.000650823,-0.00323599) (-0.003243,-0.000652409) (-9.90165e-07,4.96978e-06) (-1.13607e-06,-2.2757e-06) (-2.27781e-06,1.13411e-06) (9.72799e-08,-5.31158e-09) 
(-1.91506e-06,1.14747e-05) (-1.18393e-10,1.84147e-11) (-0.00255689,0.00639799) (0.000101282,-0.000904622) (0.000914802,0.00010116) (-2.35024e-07,-1.19353e-06) (4.4017e-06,2.42122e-06) (2.10706e-10,-2.08576e-11) (-0.00415168,0.000865139) (-0.000101285,0.000904622) (0.000914802,0.000101158) (2.34624e-07,1.19352e-06) (-1.14625e-06,-2.29275e-06) (2.29486e-06,-1.14429e-06) (9.7481e-08,2.46147e-10) (-0.000651503,0.00325193) (-0.00325896,-0.00065308) (9.90524e-07,-4.98678e-06) (-2.61672e-06,2.14554e-06) (3.13752e-10,-2.87205e-11) (0.0122776,0.00152707) (0.000651499,-0.00325193) (-0.00325896,-0.000653084) (-9.90148e-07,4.98695e-06) (-1.14619e-06,-2.29277e-06) (-2.29488e-06,1.14421e-06) (9.72504e-08,-5.25783e-09) 
(-1.91337e-06,1.14955e-05) (-1.18415e-10,1.85771e-11) (-0.00254672,0.00639063) (0.00010185,-0.000894704) (0.00090492,0.000101724) (-2.36283e-07,-1.19761e-06) (4.39462e-06,2.42434e-06) (2.10631e-10,-2.09594e-11) (-0.00414833,0.00086857) (-0.000101853,0.000894705) (0.00090492,0.000101722) (2.35884e-07,1.1976e-06) (-1.15638e-06,-2.3098e-06) (2.31191e-06,-1.15441e-06) (9.74505e-08,2.93148e-10) (-0.000652175,0.00326787) (-0.00327491,-0.000653751) (9.90505e-07,-5.00392e-06) (-2.60451e-06,2.15207e-06) (3.13639e-10,-2.89982e-11) (0.012246,0.00151903) (0.000652172,-0.00326787) (-0.00327491,-0.000653755) (-9.9013e-07,5.00409e-06) (-1.15632e-06,-2.30983e-06) (-2.31193e-06,1.15433e-06) (9.72216e-08,-5.20327e-09) 
(-1.91168e-06,1.15161e-05) (-1.18437e-10,1.87383e-11) (-0.00253657,0.00638325) (0.000102421,-0.000884805) (0.000895056,0.00010229) (-2.37547e-07,-1.20168e-06) (4.3875e-06,2.42747e-06) (2.10556e-10,-2.10609e-11) (-0.00414496,0.000871973) (-0.000102423,0.000884806) (0.000895055,0.000102288) (2.37147e-07,1.20167e-06) (-1.16653e-06,-2.32684e-06) (2.32895e-06,-1.16455e-06) (9.74205e-08,3.40989e-10) (-0.000652843,0.0032838) (-0.00329085,-0.000654419) (9.90487e-07,-5.02103e-06) (-2.59229e-06,2.15859e-06) (3.13527e-10,-2.92761e-11) (0.0122143,0.00151097) (0.00065284,-0.0032838) (-0.00329085,-0.000654422) (-9.9011e-07,5.0212e-06) (-1.16647e-06,-2.32687e-06) (-2.32897e-06,1.16447e-06) (9.71933e-08,-5.14789e-09) 
(-1.91e-06,1.15367e-05) (-1.18458e-10,1.88984e-11) (-0.00252645,0.00637585) (0.000102993,-0.000874924) (0.00088521,0.000102858) (-2.38815e-07,-1.20574e-06) (4.38032e-06,2.43062e-06) (2.10481e-10,-2.1162e-11) (-0.00414158,0.000875347) (-0.000102995,0.000874925) (0.000885209,0.000102855) (2.38415e-07,1.20573e-06) (-1.1767e-06,-2.34386e-06) (2.34597e-06,-1.17471e-06) (9.73911e-08,3.89685e-10) (-0.000653508,0.00329972) (-0.00330679,-0.000655082) (9.90467e-07,-5.03812e-06) (-2.58005e-06,2.16508e-06) (3.13413e-10,-2.95543e-11) (0.0121827,0.0015029) (0.000653505,-0.00329972) (-0.00330679,-0.000655086) (-9.90091e-07,5.03828e-06) (-1.17664e-06,-2.34389e-06) (-2.34599e-06,1.17463e-06) (9.71657e-08,-5.09167e-09) 
(-1.90833e-06,1.15571e-05) (-1.18479e-10,1.90574e-11) (-0.00251635,0.00636842) (0.000103567,-0.000865062) (0.000875382,0.000103427) (-2.40088e-07,-1.20978e-06) (4.37309e-06,2.43378e-06) (2.10407e-10,-2.12627e-11) (-0.00413818,0.000878693) (-0.000103569,0.000865063) (0.000875382,0.000103425) (2.39688e-07,1.20977e-06) (-1.18688e-06,-2.36087e-06) (2.36297e-06,-1.18489e-06) (9.73623e-08,4.3925e-10) (-0.00065417,0.00331563) (-0.00332272,-0.000655743) (9.90448e-07,-5.05518e-06) (-2.56781e-06,2.17155e-06) (3.13299e-10,-2.98328e-11) (0.012151,0.00149481) (0.000654166,-0.00331564) (-0.00332271,-0.000655747) (-9.90071e-07,5.05534e-06) (-1.18682e-06,-2.36089e-06) (-2.36299e-06,1.18481e-06) (9.71386e-08,-5.03459e-09) 
(-1.90666e-06,1.15775e-05) (-1.18499e-10,1.92152e-11) (-0.00250628,0.00636098) (0.000104143,-0.000855218) (0.000865573,0.000103999) (-2.41365e-07,-1.21381e-06) (4.36581e-06,2.43695e-06) (2.10333e-10,-2.13631e-11) (-0.00413476,0.000882011) (-0.000104146,0.000855219) (0.000865572,0.000103997) (2.40965e-07,1.2138e-06) (-1.19709e-06,-2.37785e-06) (2.37995e-06,-1.19508e-06) (9.73341e-08,4.89699e-10) (-0.000654828,0.00333154) (-0.00333863,-0.0006564) (9.90428e-07,-5.0722e-06) (-2.55556e-06,2.178e-06) (3.13183e-10,-3.01116e-11) (0.0121192,0.00148671) (0.000654825,-0.00333154) (-0.00333863,-0.000656404) (-9.90051e-07,5.07237e-06) (-1.19703e-06,-2.37788e-06) (-2.37997e-06,1.19501e-06) (9.71122e-08,-4.97665e-09) 
(-1.90499e-06,1.15977e-05) (-1.18519e-10,1.93719e-11) (-0.00249623,0.00635351) (0.000104722,-0.000845392) (0.000855782,0.000104573) (-2.42647e-07,-1.21782e-06) (4.35848e-06,2.44014e-06) (2.10259e-10,-2.1463e-11) (-0.00413133,0.000885299) (-0.000104724,0.000845393) (0.000855781,0.000104571) (2.42247e-07,1.21781e-06) (-1.20731e-06,-2.39482e-06) (2.39692e-06,-1.2053e-06) (9.73064e-08,5.41045e-10) (-0.000655484,0.00334743) (-0.00335454,-0.000657055) (9.90408e-07,-5.0892e-06) (-2.5433e-06,2.18443e-06) (3.13068e-10,-3.03908e-11) (0.0120875,0.0014786) (0.000655481,-0.00334744) (-0.00335454,-0.000657059) (-9.90031e-07,5.08936e-06) (-1.20725e-06,-2.39484e-06) (-2.39694e-06,1.20522e-06) (9.70863e-08,-4.91783e-09) 
(-1.90333e-06,1.16179e-05) (-1.18539e-10,1.95275e-11) (-0.00248621,0.00634602) (0.000105303,-0.000835586) (0.00084601,0.000105149) (-2.43933e-07,-1.22182e-06) (4.3511e-06,2.44333e-06) (2.10186e-10,-2.15625e-11) (-0.00412788,0.000888557) (-0.000105305,0.000835587) (0.000846009,0.000105147) (2.43534e-07,1.22181e-06) (-1.21755e-06,-2.41177e-06) (2.41387e-06,-1.21553e-06) (9.72792e-08,5.93302e-10) (-0.000656137,0.00336332) (-0.00337044,-0.000657707) (9.90388e-07,-5.10617e-06) (-2.53103e-06,2.19083e-06) (3.12951e-10,-3.06705e-11) (0.0120557,0.00147047) (0.000656134,-0.00336332) (-0.00337043,-0.00065771) (-9.90011e-07,5.10633e-06) (-1.21749e-06,-2.4118e-06) (-2.41389e-06,1.21545e-06) (9.70609e-08,-4.85811e-09) 
(-1.90168e-06,1.1638e-05) (-1.18558e-10,1.9682e-11) (-0.00247621,0.00633851) (0.000105886,-0.000825798) (0.000836257,0.000105728) (-2.45225e-07,-1.22581e-06) (4.34366e-06,2.44654e-06) (2.10113e-10,-2.16616e-11) (-0.00412442,0.000891786) (-0.000105889,0.000825799) (0.000836256,0.000105726) (2.44825e-07,1.2258e-06) (-1.22781e-06,-2.42871e-06) (2.4308e-06,-1.22577e-06) (9.72525e-08,6.46483e-10) (-0.000656788,0.00337919) (-0.00338632,-0.000658356) (9.90369e-07,-5.12311e-06) (-2.51874e-06,2.19721e-06) (3.12835e-10,-3.09507e-11) (0.0120239,0.00146232) (0.000656784,-0.0033792) (-0.00338632,-0.00065836) (-9.89991e-07,5.12327e-06) (-1.22774e-06,-2.42873e-06) (-2.43082e-06,1.2257e-06) (9.7036e-08,-4.79748e-09) 
(-1.90002e-06,1.16579e-05) (-1.18577e-10,1.98353e-11) (-0.00246624,0.00633097) (0.000106472,-0.000816029) (0.000826523,0.000106309) (-2.46521e-07,-1.22978e-06) (4.33617e-06,2.44976e-06) (2.1004e-10,-2.17602e-11) (-0.00412094,0.000894985) (-0.000106474,0.00081603) (0.000826522,0.000106307) (2.46122e-07,1.22977e-06) (-1.23808e-06,-2.44562e-06) (2.44772e-06,-1.23604e-06) (9.72262e-08,7.006e-10) (-0.000657436,0.00339506) (-0.0034022,-0.000659004) (9.90351e-07,-5.14002e-06) (-2.50645e-06,2.20356e-06) (3.12717e-10,-3.12314e-11) (0.0119921,0.00145416) (0.000657432,-0.00339506) (-0.0034022,-0.000659007) (-9.89973e-07,5.14018e-06) (-1.23802e-06,-2.44565e-06) (-2.44774e-06,1.23596e-06) (9.70116e-08,-4.73594e-09) 
(-1.89837e-06,1.16778e-05) (-1.18595e-10,1.99876e-11) (-0.00245629,0.00632341) (0.000107061,-0.00080628) (0.000816808,0.000106892) (-2.47822e-07,-1.23374e-06) (4.32863e-06,2.45299e-06) (2.09967e-10,-2.18584e-11) (-0.00411744,0.000898153) (-0.000107063,0.000806281) (0.000816807,0.00010689) (2.47423e-07,1.23373e-06) (-1.24837e-06,-2.46253e-06) (2.46462e-06,-1.24632e-06) (9.72005e-08,7.55667e-10) (-0.000658082,0.00341091) (-0.00341807,-0.000659649) (9.90333e-07,-5.15689e-06) (-2.49416e-06,2.20989e-06) (3.12599e-10,-3.15126e-11) (0.0119603,0.00144598) (0.000658078,-0.00341091) (-0.00341806,-0.000659652) (-9.89955e-07,5.15705e-06) (-1.24831e-06,-2.46255e-06) (-2.46464e-06,1.24624e-06) (9.69878e-08,-4.67345e-09) 
(-1.89673e-06,1.16975e-05) (-1.18613e-10,2.01387e-11) (-0.00244637,0.00631583) (0.000107652,-0.00079655) (0.000807112,0.000107478) (-2.49129e-07,-1.23768e-06) (4.32103e-06,2.45623e-06) (2.09895e-10,-2.1956e-11) (-0.00411392,0.00090129) (-0.000107654,0.000796551) (0.000807111,0.000107476) (2.48729e-07,1.23768e-06) (-1.25868e-06,-2.47941e-06) (2.4815e-06,-1.25662e-06) (9.71752e-08,8.11695e-10) (-0.000658726,0.00342675) (-0.00343392,-0.000660292) (9.90317e-07,-5.17373e-06) (-2.48185e-06,2.2162e-06) (3.12481e-10,-3.17945e-11) (0.0119284,0.00143779) (0.000658723,-0.00342675) (-0.00343392,-0.000660295) (-9.89938e-07,5.17389e-06) (-1.25861e-06,-2.47944e-06) (-2.48152e-06,1.25654e-06) (9.69643e-08,-4.61002e-09) 
(-1.89509e-06,1.17171e-05) (-1.18631e-10,2.02887e-11) (-0.00243647,0.00630823) (0.000108245,-0.00078684) (0.000797436,0.000108067) (-2.5044e-07,-1.24162e-06) (4.31338e-06,2.45948e-06) (2.09822e-10,-2.20532e-11) (-0.00411039,0.000904397) (-0.000108247,0.000786841) (0.000797435,0.000108064) (2.5004e-07,1.24161e-06) (-1.269e-06,-2.49628e-06) (2.49837e-06,-1.26693e-06) (9.71503e-08,8.68695e-10) (-0.000659369,0.00344258) (-0.00344976,-0.000660933) (9.90301e-07,-5.19055e-06) (-2.46953e-06,2.22248e-06) (3.12362e-10,-3.20769e-11) (0.0118965,0.00142958) (0.000659365,-0.00344258) (-0.00344976,-0.000660937) (-9.89922e-07,5.1907e-06) (-1.26894e-06,-2.4963e-06) (-2.49839e-06,1.26686e-06) (9.69414e-08,-4.54563e-09) 
(-1.89345e-06,1.17367e-05) (-1.18648e-10,2.04376e-11) (-0.0024266,0.0063006) (0.000108842,-0.000777149) (0.000787779,0.000108658) (-2.51756e-07,-1.24553e-06) (4.30568e-06,2.46274e-06) (2.0975e-10,-2.21499e-11) (-0.00410683,0.000907472) (-0.000108844,0.00077715) (0.000787778,0.000108656) (2.51357e-07,1.24553e-06) (-1.27934e-06,-2.51313e-06) (2.51522e-06,-1.27726e-06) (9.71258e-08,9.2668e-10) (-0.000660009,0.00345839) (-0.00346559,-0.000661573) (9.90286e-07,-5.20732e-06) (-2.45721e-06,2.22874e-06) (3.12242e-10,-3.23599e-11) (0.0118646,0.00142136) (0.000660006,-0.0034584) (-0.00346559,-0.000661576) (-9.89907e-07,5.20748e-06) (-1.27928e-06,-2.51316e-06) (-2.51524e-06,1.27719e-06) (9.69188e-08,-4.48027e-09) 
(-1.89181e-06,1.17561e-05) (-1.18665e-10,2.05854e-11) (-0.00241676,0.00629295) (0.000109441,-0.000767478) (0.000778142,0.000109252) (-2.53078e-07,-1.24944e-06) (4.29792e-06,2.466e-06) (2.09679e-10,-2.2246e-11) (-0.00410326,0.000910515) (-0.000109443,0.000767479) (0.000778141,0.00010925) (2.52679e-07,1.24943e-06) (-1.28969e-06,-2.52997e-06) (2.53205e-06,-1.28761e-06) (9.71018e-08,9.8566e-10) (-0.000660649,0.0034742) (-0.0034814,-0.000662211) (9.90273e-07,-5.22407e-06) (-2.44488e-06,2.23497e-06) (3.12123e-10,-3.26436e-11) (0.0118327,0.00141312) (0.000660645,-0.0034742) (-0.0034814,-0.000662215) (-9.89893e-07,5.22422e-06) (-1.28963e-06,-2.52999e-06) (-2.53207e-06,1.28753e-06) (9.68967e-08,-4.41392e-09) 
(-1.89017e-06,1.17754e-05) (-1.18681e-10,2.07322e-11) (-0.00240694,0.00628528) (0.000110043,-0.000757827) (0.000768525,0.000109849) (-2.54405e-07,-1.25333e-06) (4.29011e-06,2.46928e-06) (2.09607e-10,-2.23416e-11) (-0.00409967,0.000913527) (-0.000110046,0.000757828) (0.000768524,0.000109847) (2.54006e-07,1.25332e-06) (-1.30006e-06,-2.54679e-06) (2.54887e-06,-1.29797e-06) (9.7078e-08,1.04565e-09) (-0.000661287,0.00348999) (-0.00349721,-0.000662848) (9.90261e-07,-5.24077e-06) (-2.43254e-06,2.24118e-06) (3.12003e-10,-3.2928e-11) (0.0118008,0.00140486) (0.000661283,-0.00348999) (-0.0034972,-0.000662852) (-9.89881e-07,5.24093e-06) (-1.3e-06,-2.54682e-06) (-2.54889e-06,1.29789e-06) (9.6875e-08,-4.34658e-09) 
(-1.88854e-06,1.17947e-05) (-1.18697e-10,2.08778e-11) (-0.00239715,0.00627758) (0.000110649,-0.000748196) (0.000758928,0.000110449) (-2.55737e-07,-1.25721e-06) (4.28225e-06,2.47256e-06) (2.09535e-10,-2.24367e-11) (-0.00409607,0.000916506) (-0.000110651,0.000748197) (0.000758927,0.000110447) (2.55338e-07,1.2572e-06) (-1.31045e-06,-2.5636e-06) (2.56567e-06,-1.30834e-06) (9.70547e-08,1.10665e-09) (-0.000661924,0.00350576) (-0.00351299,-0.000663484) (9.90251e-07,-5.25745e-06) (-2.42019e-06,2.24736e-06) (3.11882e-10,-3.32131e-11) (0.0117688,0.00139659) (0.00066192,-0.00350577) (-0.00351299,-0.000663488) (-9.89871e-07,5.25761e-06) (-1.31038e-06,-2.56362e-06) (-2.5657e-06,1.30827e-06) (9.68536e-08,-4.27824e-09) 
(-1.8869e-06,1.18138e-05) (-1.18713e-10,2.10224e-11) (-0.00238739,0.00626985) (0.000111257,-0.000738586) (0.000749351,0.000111052) (-2.57075e-07,-1.26107e-06) (4.27433e-06,2.47585e-06) (2.09464e-10,-2.25312e-11) (-0.00409244,0.000919453) (-0.00011126,0.000738587) (0.00074935,0.00011105) (2.56676e-07,1.26106e-06) (-1.32084e-06,-2.58039e-06) (2.58246e-06,-1.31873e-06) (9.70317e-08,1.16867e-09) (-0.000662559,0.00352152) (-0.00352877,-0.000664119) (9.90243e-07,-5.27409e-06) (-2.40784e-06,2.25352e-06) (3.11761e-10,-3.34988e-11) (0.0117369,0.00138831) (0.000662556,-0.00352153) (-0.00352877,-0.000664122) (-9.89862e-07,5.27424e-06) (-1.32078e-06,-2.58041e-06) (-2.58248e-06,1.31866e-06) (9.68326e-08,-4.20889e-09) 
(-1.88527e-06,1.18328e-05) (-1.18728e-10,2.11658e-11) (-0.00237765,0.0062621) (0.000111869,-0.000728995) (0.000739794,0.000111659) (-2.58418e-07,-1.26492e-06) (4.26635e-06,2.47914e-06) (2.09393e-10,-2.26252e-11) (-0.00408879,0.000922368) (-0.000111871,0.000728996) (0.000739793,0.000111656) (2.58019e-07,1.26491e-06) (-1.33126e-06,-2.59716e-06) (2.59924e-06,-1.32914e-06) (9.70089e-08,1.23174e-09) (-0.000663194,0.00353727) (-0.00354453,-0.000664753) (9.90236e-07,-5.29069e-06) (-2.39548e-06,2.25965e-06) (3.1164e-10,-3.37853e-11) (0.0117049,0.00138001) (0.000663191,-0.00353727) (-0.00354453,-0.000664756) (-9.89855e-07,5.29084e-06) (-1.3312e-06,-2.59719e-06) (-2.59926e-06,1.32906e-06) (9.68119e-08,-4.1385e-09) 
